ComplaintText,Category,Urgency,Area,Latitude,Longitude
Voltage fluctuations in Ring Road Market are damaging electrical appliances.,Electricity,Medium,Ring Road Market,15.376831,75.114315
Voltage fluctuations in Mahadevapura Colony are damaging electrical appliances.,Electricity,Low,Mahadevapura Colony,15.347147,75.135479
Voltage fluctuations in Gandhi Chowk Colony are damaging electrical appliances.,Electricity,Low,Gandhi Chowk Colony,15.382358,75.098945
Frequent power cuts in Vasavi Colony Cross causing problems for shops and households.,Electricity,Medium,Vasavi Colony Cross,15.362761,75.095387
Voltage fluctuations in Vidyagiri Block are damaging electrical appliances.,Electricity,Low,Vidyagiri Block,15.345886,75.101889
Streetlights not working at Police Colony Phase 1 for many nights; area is dark and unsafe.,Electricity,Medium,Police Colony Phase 1,15.357375,75.128803
Streetlights not working at Gokak Road for many nights; area is dark and unsafe.,Electricity,Low,Gokak Road,15.372468,75.14566
Frequent power cuts in Old Hubli causing problems for shops and households.,Electricity,Medium,Old Hubli,15.354783,75.132373
Frequent power cuts in Hubballi Railway Station Lane causing problems for shops and households.,Electricity,Low,Hubballi Railway Station Lane,15.353077,75.12151
Frequent power cuts in Hosayellapur Market causing problems for shops and households.,Electricity,Medium,Hosayellapur Market,15.371697,75.129114
Streetlights not working at Kinnal Road Park for many nights; area is dark and unsafe.,Electricity,Low,Kinnal Road Park,15.363114,75.108115
Streetlights not working at Karnataka Bank Junction Colony for many nights; area is dark and unsafe.,Electricity,Low,Karnataka Bank Junction Colony,15.363653,75.117569
Frequent power cuts in Sukhsagar causing problems for shops and households.,Electricity,Low,Sukhsagar,15.388752,75.123918
Streetlights not working at Station Road Cross for many nights; area is dark and unsafe.,Electricity,Low,Station Road Cross,15.391939,75.117545
Frequent power cuts in Sanjay Nagar causing problems for shops and households.,Electricity,Low,Sanjay Nagar,15.390041,75.146696
Voltage fluctuations in Patel Road Extension are damaging electrical appliances.,Electricity,Medium,Patel Road Extension,15.393046,75.138611
Voltage fluctuations in Navanagar Block are damaging electrical appliances.,Electricity,Medium,Navanagar Block,15.392295,75.15172
Frequent power cuts in Gokul Complex Phase 2 causing problems for shops and households.,Electricity,Low,Gokul Complex Phase 2,15.362223,75.103421
Voltage fluctuations in Koppikar Road are damaging electrical appliances.,Electricity,High,Koppikar Road,15.387677,75.111577
Frequent power cuts in Gokul Road Street causing problems for shops and households.,Electricity,Medium,Gokul Road Street,15.346899,75.09891
Frequent power cuts in Shivalli Circle Market causing problems for shops and households.,Electricity,Low,Shivalli Circle Market,15.38544,75.115955
Frequent power cuts in Shankar Sheth Road Bazaar causing problems for shops and households.,Electricity,Medium,Shankar Sheth Road Bazaar,15.362948,75.134707
Frequent power cuts in Patel Road Market causing problems for shops and households.,Electricity,Low,Patel Road Market,15.374806,75.143381
Frequent power cuts in Patel Road Circle causing problems for shops and households.,Electricity,Low,Patel Road Circle,15.340449,75.10121
Frequent power cuts in Shivanahalli Phase 2 causing problems for shops and households.,Electricity,Medium,Shivanahalli Phase 2,15.354327,75.110492
Voltage fluctuations in Appa Ghar Phase 1 are damaging electrical appliances.,Electricity,Low,Appa Ghar Phase 1,15.370516,75.125547
Streetlights not working at Siddeshwar Road Market for many nights; area is dark and unsafe.,Electricity,Low,Siddeshwar Road Market,15.392914,75.095114
Frequent power cuts in Sindgi Cross Bazaar causing problems for shops and households.,Electricity,Low,Sindgi Cross Bazaar,15.356848,75.113891
Frequent power cuts in Bendre Layout Layout causing problems for shops and households.,Electricity,Low,Bendre Layout Layout,15.379801,75.148375
Frequent power cuts in Khanapur Road Phase 2 causing problems for shops and households.,Electricity,High,Khanapur Road Phase 2,15.345978,75.106174
Frequent power cuts in Gandhinagar Market causing problems for shops and households.,Electricity,Medium,Gandhinagar Market,15.373943,75.119043
Streetlights not working at Jubilee Circle Park for many nights; area is dark and unsafe.,Electricity,Medium,Jubilee Circle Park,15.383977,75.09559
Frequent power cuts in Station Road Cross causing problems for shops and households.,Electricity,High,Station Road Cross,15.37564,75.143554
Frequent power cuts in Shankar Sheth Road Cross causing problems for shops and households.,Electricity,Medium,Shankar Sheth Road Cross,15.37866,75.132852
Frequent power cuts in Tilakwadi Extension causing problems for shops and households.,Electricity,High,Tilakwadi Extension,15.342424,75.123918
Streetlights not working at Kinnal Road Lane for many nights; area is dark and unsafe.,Electricity,High,Kinnal Road Lane,15.373929,75.133712
Frequent power cuts in Station Road Lane causing problems for shops and households.,Electricity,Medium,Station Road Lane,15.350219,75.131547
Streetlights not working at Sindgi Cross Circle for many nights; area is dark and unsafe.,Electricity,Low,Sindgi Cross Circle,15.38156,75.136221
Streetlights not working at Court Road Street for many nights; area is dark and unsafe.,Electricity,High,Court Road Street,15.34543,75.118944
Streetlights not working at Shivanahalli Lane for many nights; area is dark and unsafe.,Electricity,Low,Shivanahalli Lane,15.339501,75.093917
Voltage fluctuations in Patel Road Junction are damaging electrical appliances.,Electricity,Medium,Patel Road Junction,15.365594,75.130371
Streetlights not working at KHB Colony Phase 1 for many nights; area is dark and unsafe.,Electricity,High,KHB Colony Phase 1,15.351603,75.100793
Streetlights not working at Sanjay Nagar Park for many nights; area is dark and unsafe.,Electricity,Medium,Sanjay Nagar Park,15.38805,75.134683
Streetlights not working at Shivalli Circle Circle for many nights; area is dark and unsafe.,Electricity,Medium,Shivalli Circle Circle,15.352469,75.14265
Streetlights not working at Ring Road Phase 1 for many nights; area is dark and unsafe.,Electricity,Medium,Ring Road Phase 1,15.356113,75.094551
Streetlights not working at Kamalakshi Layout Layout for many nights; area is dark and unsafe.,Electricity,Low,Kamalakshi Layout Layout,15.370447,75.114935
Voltage fluctuations in Sindgi Cross are damaging electrical appliances.,Electricity,Low,Sindgi Cross,15.349618,75.098543
Frequent power cuts in Unkal Lake Park causing problems for shops and households.,Electricity,Low,Unkal Lake Park,15.372675,75.119366
Streetlights not working at Jubilee Circle Cross for many nights; area is dark and unsafe.,Electricity,Low,Jubilee Circle Cross,15.37604,75.108146
Voltage fluctuations in Bendre Layout Colony are damaging electrical appliances.,Electricity,Low,Bendre Layout Colony,15.368844,75.095938
Streetlights not working at Kamalakshi Layout Junction for many nights; area is dark and unsafe.,Electricity,High,Kamalakshi Layout Junction,15.371261,75.136929
Frequent power cuts in Mahadevapura Park causing problems for shops and households.,Electricity,Medium,Mahadevapura Park,15.393516,75.098226
Voltage fluctuations in Cotton Market Street are damaging electrical appliances.,Electricity,Medium,Cotton Market Street,15.358744,75.104536
Streetlights not working at Ramnagar Main Road for many nights; area is dark and unsafe.,Electricity,Low,Ramnagar Main Road,15.379261,75.098257
Frequent power cuts in Station Road Bazaar causing problems for shops and households.,Electricity,Low,Station Road Bazaar,15.368954,75.153195
Voltage fluctuations in Sana Market Phase 1 are damaging electrical appliances.,Electricity,Low,Sana Market Phase 1,15.382323,75.135155
Streetlights not working at Rajiv Gandhi Circle for many nights; area is dark and unsafe.,Electricity,Low,Rajiv Gandhi Circle,15.347613,75.149629
Voltage fluctuations in Jubilee Circle Cross are damaging electrical appliances.,Electricity,Low,Jubilee Circle Cross,15.345843,75.123594
Voltage fluctuations in Madhalawada are damaging electrical appliances.,Electricity,Medium,Madhalawada,15.345576,75.110595
Streetlights not working at Navanagar for many nights; area is dark and unsafe.,Electricity,Medium,Navanagar,15.381623,75.132933
Streetlights not working at Jubilee Circle Cross for many nights; area is dark and unsafe.,Electricity,Medium,Jubilee Circle Cross,15.382115,75.131591
Frequent power cuts in Hubballi Railway Station Extension causing problems for shops and households.,Electricity,Medium,Hubballi Railway Station Extension,15.377241,75.106763
Streetlights not working at Sana Market Cross for many nights; area is dark and unsafe.,Electricity,Low,Sana Market Cross,15.371259,75.121139
Voltage fluctuations in Station Road Market are damaging electrical appliances.,Electricity,Low,Station Road Market,15.367187,75.122036
Frequent power cuts in Gokak Road Phase 2 causing problems for shops and households.,Electricity,Medium,Gokak Road Phase 2,15.353879,75.142858
Streetlights not working at Dharwad Road Colony for many nights; area is dark and unsafe.,Electricity,Low,Dharwad Road Colony,15.364638,75.125434
Voltage fluctuations in Old Hubli Extension are damaging electrical appliances.,Electricity,Medium,Old Hubli Extension,15.358876,75.133142
Frequent power cuts in Moti Talav Phase 1 causing problems for shops and households.,Electricity,Low,Moti Talav Phase 1,15.36838,75.114218
Voltage fluctuations in Ganeshpet Layout are damaging electrical appliances.,Electricity,Low,Ganeshpet Layout,15.356851,75.111009
Streetlights not working at Gokul Complex Street for many nights; area is dark and unsafe.,Electricity,Low,Gokul Complex Street,15.336474,75.130992
Voltage fluctuations in Kelgeri Lake Colony are damaging electrical appliances.,Electricity,Medium,Kelgeri Lake Colony,15.360592,75.15325
Streetlights not working at Shanti Nagar for many nights; area is dark and unsafe.,Electricity,Low,Shanti Nagar,15.364145,75.107583
Frequent power cuts in Ring Road Market causing problems for shops and households.,Electricity,Medium,Ring Road Market,15.391629,75.10091
Frequent power cuts in Shanti Nagar Phase 1 causing problems for shops and households.,Electricity,Medium,Shanti Nagar Phase 1,15.341338,75.110861
Voltage fluctuations in Kelgeri Lake Lane are damaging electrical appliances.,Electricity,Low,Kelgeri Lake Lane,15.367704,75.114621
Streetlights not working at Idgah Ground Lane for many nights; area is dark and unsafe.,Electricity,Low,Idgah Ground Lane,15.351433,75.13973
Frequent power cuts in Cotton Market Phase 1 causing problems for shops and households.,Electricity,Low,Cotton Market Phase 1,15.375911,75.131487
Streetlights not working at Cotton Market Park for many nights; area is dark and unsafe.,Electricity,Low,Cotton Market Park,15.366651,75.107006
Streetlights not working at Shanti Nagar Bazaar for many nights; area is dark and unsafe.,Electricity,Low,Shanti Nagar Bazaar,15.351877,75.148973
Frequent power cuts in Kelgeri Lake Market causing problems for shops and households.,Electricity,Medium,Kelgeri Lake Market,15.3349,75.143292
Streetlights not working at Shivanahalli Phase 2 for many nights; area is dark and unsafe.,Electricity,Low,Shivanahalli Phase 2,15.375701,75.099399
Voltage fluctuations in Police Colony Extension are damaging electrical appliances.,Electricity,Medium,Police Colony Extension,15.359796,75.104832
Voltage fluctuations in Sanjay Nagar are damaging electrical appliances.,Electricity,Medium,Sanjay Nagar,15.371282,75.123702
Voltage fluctuations in Gokul Road Street are damaging electrical appliances.,Electricity,Low,Gokul Road Street,15.359227,75.09487
Frequent power cuts in Sana Market Extension causing problems for shops and households.,Electricity,High,Sana Market Extension,15.37223,75.134562
Frequent power cuts in Vidyanagar Junction causing problems for shops and households.,Electricity,Low,Vidyanagar Junction,15.387711,75.132747
Voltage fluctuations in Gokak Road Market are damaging electrical appliances.,Electricity,Low,Gokak Road Market,15.385719,75.103183
Voltage fluctuations in Vidyanagar Layout are damaging electrical appliances.,Electricity,Low,Vidyanagar Layout,15.345213,75.149728
Streetlights not working at Ganeshpet Extension for many nights; area is dark and unsafe.,Electricity,High,Ganeshpet Extension,15.338589,75.095353
Streetlights not working at Moti Talav Park for many nights; area is dark and unsafe.,Electricity,Medium,Moti Talav Park,15.37572,75.120119
Frequent power cuts in Lamington Road Street causing problems for shops and households.,Electricity,Low,Lamington Road Street,15.364713,75.100169
Streetlights not working at Sindgi Cross Circle for many nights; area is dark and unsafe.,Electricity,Low,Sindgi Cross Circle,15.389233,75.108192
Frequent power cuts in Karnataka Bank Junction Junction causing problems for shops and households.,Electricity,High,Karnataka Bank Junction Junction,15.336639,75.134112
Streetlights not working at RPF Road Street for many nights; area is dark and unsafe.,Electricity,Low,RPF Road Street,15.338922,75.118525
Voltage fluctuations in Basaveshwar Nagar Cross are damaging electrical appliances.,Electricity,Low,Basaveshwar Nagar Cross,15.377648,75.129919
Voltage fluctuations in Court Road Park are damaging electrical appliances.,Electricity,High,Court Road Park,15.363548,75.137062
Streetlights not working at Deshpande Nagar Main Road for many nights; area is dark and unsafe.,Electricity,Low,Deshpande Nagar Main Road,15.378209,75.095894
Voltage fluctuations in Shanti Nagar Junction are damaging electrical appliances.,Electricity,Low,Shanti Nagar Junction,15.372456,75.119903
Frequent power cuts in Rajiv Gandhi Circle Cross causing problems for shops and households.,Electricity,High,Rajiv Gandhi Circle Cross,15.385524,75.138976
Frequent power cuts in Moti Talav Bazaar causing problems for shops and households.,Electricity,Low,Moti Talav Bazaar,15.356688,75.132892
Frequent power cuts in Dharwad Road Market causing problems for shops and households.,Electricity,Low,Dharwad Road Market,15.347305,75.099328
Voltage fluctuations in Khanapur Road Lane are damaging electrical appliances.,Electricity,High,Khanapur Road Lane,15.388652,75.122995
Streetlights not working at Shivalli Circle Market for many nights; area is dark and unsafe.,Electricity,Medium,Shivalli Circle Market,15.376052,75.11334
Voltage fluctuations in KHB Colony Cross are damaging electrical appliances.,Electricity,Medium,KHB Colony Cross,15.351218,75.095645
Frequent power cuts in Navanagar Bazaar causing problems for shops and households.,Electricity,Low,Navanagar Bazaar,15.336256,75.14631
Streetlights not working at Gokak Road Street for many nights; area is dark and unsafe.,Electricity,Low,Gokak Road Street,15.3531,75.13645
Voltage fluctuations in Moti Talav Cross are damaging electrical appliances.,Electricity,Medium,Moti Talav Cross,15.377485,75.133897
Voltage fluctuations in Dharwad Road Bazaar are damaging electrical appliances.,Electricity,Low,Dharwad Road Bazaar,15.342413,75.129947
Streetlights not working at Mahamane Layout Circle for many nights; area is dark and unsafe.,Electricity,Low,Mahamane Layout Circle,15.33638,75.1062
Frequent power cuts in Gokul Complex Market causing problems for shops and households.,Electricity,Low,Gokul Complex Market,15.350265,75.136768
Voltage fluctuations in Ramnagar Block are damaging electrical appliances.,Electricity,Medium,Ramnagar Block,15.371808,75.103725
Voltage fluctuations in Akash Nagar Street are damaging electrical appliances.,Electricity,High,Akash Nagar Street,15.385857,75.112358
Streetlights not working at Vidyanagar Bazaar for many nights; area is dark and unsafe.,Electricity,Low,Vidyanagar Bazaar,15.363815,75.103647
Streetlights not working at Court Road Lane for many nights; area is dark and unsafe.,Electricity,Medium,Court Road Lane,15.388528,75.094354
Streetlights not working at Koppikar Road Park for many nights; area is dark and unsafe.,Electricity,Medium,Koppikar Road Park,15.347086,75.102505
Voltage fluctuations in Sindgi Cross Bazaar are damaging electrical appliances.,Electricity,Low,Sindgi Cross Bazaar,15.3737,75.11489
Voltage fluctuations in KHB Colony Colony are damaging electrical appliances.,Electricity,Low,KHB Colony Colony,15.389078,75.143899
Voltage fluctuations in Bendre Layout Block are damaging electrical appliances.,Electricity,Low,Bendre Layout Block,15.379183,75.115314
Streetlights not working at Ring Road for many nights; area is dark and unsafe.,Electricity,Low,Ring Road,15.391822,75.123945
Voltage fluctuations in Basaveshwar Nagar Street are damaging electrical appliances.,Electricity,Low,Basaveshwar Nagar Street,15.385496,75.125764
Frequent power cuts in Gokul Road Park causing problems for shops and households.,Electricity,Medium,Gokul Road Park,15.366077,75.108182
Voltage fluctuations in Rajiv Gandhi Circle Park are damaging electrical appliances.,Electricity,Medium,Rajiv Gandhi Circle Park,15.39088,75.144951
Voltage fluctuations in Idgah Ground Bazaar are damaging electrical appliances.,Electricity,Low,Idgah Ground Bazaar,15.345346,75.152263
Voltage fluctuations in Basaveshwar Nagar Layout are damaging electrical appliances.,Electricity,Medium,Basaveshwar Nagar Layout,15.379287,75.1375
Frequent power cuts in Koppikar Road Colony causing problems for shops and households.,Electricity,Low,Koppikar Road Colony,15.338352,75.107155
Voltage fluctuations in Police Colony Main Road are damaging electrical appliances.,Electricity,Medium,Police Colony Main Road,15.340596,75.146398
Streetlights not working at Bendre Layout for many nights; area is dark and unsafe.,Electricity,Low,Bendre Layout,15.339083,75.122198
Frequent power cuts in Gandhinagar Layout causing problems for shops and households.,Electricity,Medium,Gandhinagar Layout,15.340693,75.128863
Streetlights not working at Sindgi Cross Lane for many nights; area is dark and unsafe.,Electricity,Medium,Sindgi Cross Lane,15.335276,75.119285
Voltage fluctuations in Vidyagiri Extension are damaging electrical appliances.,Electricity,Low,Vidyagiri Extension,15.381344,75.105188
Voltage fluctuations in Mahadevapura Phase 1 are damaging electrical appliances.,Electricity,Low,Mahadevapura Phase 1,15.362075,75.09353
Streetlights not working at Ramnagar Street for many nights; area is dark and unsafe.,Electricity,Low,Ramnagar Street,15.364256,75.104092
Streetlights not working at RPF Road Extension for many nights; area is dark and unsafe.,Electricity,Low,RPF Road Extension,15.391786,75.111478
Frequent power cuts in Court Road Junction causing problems for shops and households.,Electricity,Medium,Court Road Junction,15.375371,75.123684
Streetlights not working at Cotton Market Market for many nights; area is dark and unsafe.,Electricity,High,Cotton Market Market,15.380097,75.104431
Streetlights not working at Dharwad Road for many nights; area is dark and unsafe.,Electricity,Low,Dharwad Road,15.365273,75.123247
Frequent power cuts in Old Hubli Circle causing problems for shops and households.,Electricity,Low,Old Hubli Circle,15.375079,75.099174
Streetlights not working at Gandhinagar Circle for many nights; area is dark and unsafe.,Electricity,Low,Gandhinagar Circle,15.367015,75.104459
Frequent power cuts in Vasavi Colony Layout causing problems for shops and households.,Electricity,Low,Vasavi Colony Layout,15.347493,75.123607
Voltage fluctuations in Kamalakshi Layout Lane are damaging electrical appliances.,Electricity,Medium,Kamalakshi Layout Lane,15.375785,75.149153
Voltage fluctuations in Ganeshpet Colony are damaging electrical appliances.,Electricity,Low,Ganeshpet Colony,15.354126,75.105014
Frequent power cuts in Shanti Nagar Phase 1 causing problems for shops and households.,Electricity,Low,Shanti Nagar Phase 1,15.371307,75.102928
Streetlights not working at RPF Road Circle for many nights; area is dark and unsafe.,Electricity,Low,RPF Road Circle,15.382025,75.140285
Frequent power cuts in Basaveshwar Nagar Colony causing problems for shops and households.,Electricity,Low,Basaveshwar Nagar Colony,15.363019,75.144874
Streetlights not working at Gokul Complex Market for many nights; area is dark and unsafe.,Electricity,High,Gokul Complex Market,15.354723,75.114736
Streetlights not working at Ramnagar Block for many nights; area is dark and unsafe.,Electricity,Medium,Ramnagar Block,15.360218,75.117113
Frequent power cuts in Tilakwadi Street causing problems for shops and households.,Electricity,Low,Tilakwadi Street,15.358945,75.151621
Voltage fluctuations in Siddeshwar Road Layout are damaging electrical appliances.,Electricity,Low,Siddeshwar Road Layout,15.393199,75.139523
Voltage fluctuations in Akash Nagar are damaging electrical appliances.,Electricity,Medium,Akash Nagar,15.374423,75.108856
Streetlights not working at Harolal Road Lane for many nights; area is dark and unsafe.,Electricity,High,Harolal Road Lane,15.36035,75.116444
Voltage fluctuations in Gokak Road Phase 2 are damaging electrical appliances.,Electricity,Low,Gokak Road Phase 2,15.382548,75.130553
Streetlights not working at Gandhinagar Phase 1 for many nights; area is dark and unsafe.,Electricity,High,Gandhinagar Phase 1,15.349288,75.113029
Voltage fluctuations in Sanjay Nagar Cross are damaging electrical appliances.,Electricity,Low,Sanjay Nagar Cross,15.391823,75.150302
Voltage fluctuations in Vasavi Colony Junction are damaging electrical appliances.,Electricity,Medium,Vasavi Colony Junction,15.392284,75.135889
Streetlights not working at Shivalli Circle Phase 1 for many nights; area is dark and unsafe.,Electricity,Low,Shivalli Circle Phase 1,15.369867,75.097059
Voltage fluctuations in Koppikar Road Lane are damaging electrical appliances.,Electricity,Medium,Koppikar Road Lane,15.366974,75.119787
Frequent power cuts in Jubilee Circle Park causing problems for shops and households.,Electricity,Medium,Jubilee Circle Park,15.387551,75.097939
Voltage fluctuations in Vasavi Colony Block are damaging electrical appliances.,Electricity,Medium,Vasavi Colony Block,15.343806,75.102525
Voltage fluctuations in Deshpande Nagar Park are damaging electrical appliances.,Electricity,Medium,Deshpande Nagar Park,15.33998,75.108214
Voltage fluctuations in Moti Talav Phase 2 are damaging electrical appliances.,Electricity,Low,Moti Talav Phase 2,15.350343,75.125362
Voltage fluctuations in Deshpande Nagar Block are damaging electrical appliances.,Electricity,High,Deshpande Nagar Block,15.381026,75.09758
Voltage fluctuations in Rajiv Gandhi Circle Extension are damaging electrical appliances.,Electricity,Low,Rajiv Gandhi Circle Extension,15.353538,75.144706
Streetlights not working at Vasavi Colony Cross for many nights; area is dark and unsafe.,Electricity,Low,Vasavi Colony Cross,15.347589,75.112776
Streetlights not working at Idgah Ground Bazaar for many nights; area is dark and unsafe.,Electricity,Medium,Idgah Ground Bazaar,15.346639,75.151786
Streetlights not working at Basaveshwar Nagar Market for many nights; area is dark and unsafe.,Electricity,Low,Basaveshwar Nagar Market,15.390661,75.101916
Streetlights not working at Khanapur Road Lane for many nights; area is dark and unsafe.,Electricity,Medium,Khanapur Road Lane,15.383064,75.141386
Voltage fluctuations in Harolal Road Cross are damaging electrical appliances.,Electricity,High,Harolal Road Cross,15.394079,75.115908
Streetlights not working at Moti Talav Extension for many nights; area is dark and unsafe.,Electricity,Low,Moti Talav Extension,15.392287,75.145885
Voltage fluctuations in Kamalakshi Layout Junction are damaging electrical appliances.,Electricity,Medium,Kamalakshi Layout Junction,15.369189,75.131562
Frequent power cuts in Madhalawada Layout causing problems for shops and households.,Electricity,Low,Madhalawada Layout,15.393154,75.140335
Frequent power cuts in Court Road Junction causing problems for shops and households.,Electricity,Low,Court Road Junction,15.385478,75.098764
Voltage fluctuations in Shankar Sheth Road Main Road are damaging electrical appliances.,Electricity,Low,Shankar Sheth Road Main Road,15.346153,75.097885
Streetlights not working at Kinnal Road Market for many nights; area is dark and unsafe.,Electricity,Low,Kinnal Road Market,15.362643,75.146861
Frequent power cuts in Madhalawada Park causing problems for shops and households.,Electricity,Low,Madhalawada Park,15.339082,75.13237
Streetlights not working at Akash Nagar Layout for many nights; area is dark and unsafe.,Electricity,Low,Akash Nagar Layout,15.376255,75.142713
Frequent power cuts in Station Road Street causing problems for shops and households.,Electricity,Medium,Station Road Street,15.352329,75.130921
Frequent power cuts in Shanti Nagar Extension causing problems for shops and households.,Electricity,High,Shanti Nagar Extension,15.354043,75.10253
Voltage fluctuations in Idgah Ground Circle are damaging electrical appliances.,Electricity,Low,Idgah Ground Circle,15.354297,75.120965
Frequent power cuts in Sukhsagar Park causing problems for shops and households.,Electricity,Low,Sukhsagar Park,15.369166,75.114779
Voltage fluctuations in Karnataka Bank Junction Lane are damaging electrical appliances.,Electricity,High,Karnataka Bank Junction Lane,15.38108,75.105869
Frequent power cuts in Old Hubli Colony causing problems for shops and households.,Electricity,High,Old Hubli Colony,15.370815,75.144182
Frequent power cuts in Vasavi Colony Circle causing problems for shops and households.,Electricity,Low,Vasavi Colony Circle,15.39198,75.113148
Frequent power cuts in Gokul Complex Street causing problems for shops and households.,Electricity,Low,Gokul Complex Street,15.346802,75.103297
Frequent power cuts in Basaveshwar Nagar Street causing problems for shops and households.,Electricity,Low,Basaveshwar Nagar Street,15.347734,75.114821
Streetlights not working at Navanagar Colony for many nights; area is dark and unsafe.,Electricity,High,Navanagar Colony,15.391581,75.095025
Voltage fluctuations in Ramnagar Cross are damaging electrical appliances.,Electricity,Medium,Ramnagar Cross,15.337653,75.119813
Frequent power cuts in Hosayellapur Bazaar causing problems for shops and households.,Electricity,Low,Hosayellapur Bazaar,15.370113,75.100979
Voltage fluctuations in Old Hubli Main Road are damaging electrical appliances.,Electricity,Low,Old Hubli Main Road,15.378171,75.100802
Frequent power cuts in Shivanahalli Extension causing problems for shops and households.,Electricity,High,Shivanahalli Extension,15.364047,75.129791
Streetlights not working at Ramnagar Layout for many nights; area is dark and unsafe.,Electricity,Medium,Ramnagar Layout,15.34732,75.098947
Streetlights not working at RPF Road Extension for many nights; area is dark and unsafe.,Electricity,Medium,RPF Road Extension,15.365224,75.150194
Frequent power cuts in Deshpande Nagar causing problems for shops and households.,Electricity,Medium,Deshpande Nagar,15.359901,75.151194
Streetlights not working at Hubballi Railway Station Lane for many nights; area is dark and unsafe.,Electricity,Medium,Hubballi Railway Station Lane,15.353299,75.097418
Streetlights not working at Khanapur Road Street for many nights; area is dark and unsafe.,Electricity,Medium,Khanapur Road Street,15.376773,75.132526
Streetlights not working at Mahadevapura Junction for many nights; area is dark and unsafe.,Electricity,Low,Mahadevapura Junction,15.335651,75.151354
Voltage fluctuations in Madhalawada Lane are damaging electrical appliances.,Electricity,Low,Madhalawada Lane,15.337422,75.144345
Voltage fluctuations in Old Hubli Phase 2 are damaging electrical appliances.,Electricity,High,Old Hubli Phase 2,15.365817,75.101913
Frequent power cuts in Shankar Sheth Road Phase 2 causing problems for shops and households.,Electricity,High,Shankar Sheth Road Phase 2,15.382843,75.145481
Streetlights not working at Sukhsagar Phase 2 for many nights; area is dark and unsafe.,Electricity,Medium,Sukhsagar Phase 2,15.359593,75.102949
Frequent power cuts in Old Hubli Cross causing problems for shops and households.,Electricity,Low,Old Hubli Cross,15.392618,75.138018
Voltage fluctuations in Mahadevapura Junction are damaging electrical appliances.,Electricity,Medium,Mahadevapura Junction,15.387445,75.100063
Frequent power cuts in Kelgeri Lake Phase 2 causing problems for shops and households.,Electricity,Medium,Kelgeri Lake Phase 2,15.353064,75.131019
Streetlights not working at Harolal Road Park for many nights; area is dark and unsafe.,Electricity,Low,Harolal Road Park,15.336409,75.09505
Streetlights not working at Sanjay Nagar for many nights; area is dark and unsafe.,Electricity,High,Sanjay Nagar,15.387022,75.148315
Voltage fluctuations in Ramnagar are damaging electrical appliances.,Electricity,Medium,Ramnagar,15.37061,75.125012
Frequent power cuts in Kelgeri Lake Cross causing problems for shops and households.,Electricity,High,Kelgeri Lake Cross,15.388531,75.099027
Frequent power cuts in Koppikar Road Street causing problems for shops and households.,Electricity,Low,Koppikar Road Street,15.362566,75.118405
Streetlights not working at Ring Road Extension for many nights; area is dark and unsafe.,Electricity,High,Ring Road Extension,15.370896,75.131711
Streetlights not working at Gokul Complex Circle for many nights; area is dark and unsafe.,Electricity,Medium,Gokul Complex Circle,15.388873,75.101192
Voltage fluctuations in Sukhsagar Lane are damaging electrical appliances.,Electricity,Medium,Sukhsagar Lane,15.371517,75.136479
Streetlights not working at Sanjay Nagar Extension for many nights; area is dark and unsafe.,Electricity,Low,Sanjay Nagar Extension,15.385818,75.105277
Voltage fluctuations in Idgah Ground Main Road are damaging electrical appliances.,Electricity,High,Idgah Ground Main Road,15.391237,75.107033
Voltage fluctuations in Unkal Lake Extension are damaging electrical appliances.,Electricity,High,Unkal Lake Extension,15.35893,75.146715
Frequent power cuts in Hubballi Railway Station Layout causing problems for shops and households.,Electricity,Medium,Hubballi Railway Station Layout,15.345778,75.133062
Voltage fluctuations in Kamalakshi Layout Park are damaging electrical appliances.,Electricity,Low,Kamalakshi Layout Park,15.374801,75.124695
Streetlights not working at Moti Talav Park for many nights; area is dark and unsafe.,Electricity,Low,Moti Talav Park,15.342602,75.118821
Frequent power cuts in Sukhsagar Layout causing problems for shops and households.,Electricity,Low,Sukhsagar Layout,15.390777,75.095554
Streetlights not working at Rajiv Gandhi Circle Bazaar for many nights; area is dark and unsafe.,Electricity,Low,Rajiv Gandhi Circle Bazaar,15.382352,75.152272
Frequent power cuts in Basaveshwar Nagar causing problems for shops and households.,Electricity,Low,Basaveshwar Nagar,15.384823,75.10777
Streetlights not working at Shanti Nagar Phase 2 for many nights; area is dark and unsafe.,Electricity,High,Shanti Nagar Phase 2,15.363547,75.144961
Voltage fluctuations in Hosayellapur Lane are damaging electrical appliances.,Electricity,Low,Hosayellapur Lane,15.392947,75.117839
Streetlights not working at Idgah Ground Extension for many nights; area is dark and unsafe.,Electricity,Low,Idgah Ground Extension,15.367453,75.100569
Voltage fluctuations in Jubilee Circle Phase 2 are damaging electrical appliances.,Electricity,Low,Jubilee Circle Phase 2,15.390133,75.113735
Streetlights not working at Hosayellapur Market for many nights; area is dark and unsafe.,Electricity,Medium,Hosayellapur Market,15.387018,75.13982
Voltage fluctuations in KHB Colony Layout are damaging electrical appliances.,Electricity,High,KHB Colony Layout,15.386073,75.139296
Frequent power cuts in Basaveshwar Nagar Main Road causing problems for shops and households.,Electricity,Low,Basaveshwar Nagar Main Road,15.360291,75.095025
Frequent power cuts in Ring Road Phase 2 causing problems for shops and households.,Electricity,High,Ring Road Phase 2,15.393205,75.143305
